DateTime4,LV ActivePower (kW),Theoretical_Power_Curve (KWh),Wind Speed (m/s),Temperature,DewPoint,Humidity,Pressure
15-08-2018 21.50,716.5957438,922.1386142,6.783916314,75,70,83,29.49
15-08-2018 22.20,812.1764526,1031.499723,7.026240349,73,70,88,29.49
15-08-2018 22.50,954.7483115,1244.238628,7.467805068,73,70,88,29.49
15-08-2018 23.20,739.628011,967.4750139,6.88970836,73,70,88,29.49
15-08-2018 23.50,829.3691406,1047.098882,7.068102678,73,70,88,29.49
16-08-2018 0.20,882.038737,1125.510421,7.234443188,72,70,94,29.49
16-08-2018 0.50,865.2911988,1067.860787,7.113223871,72,68,88,29.49
16-08-2018 1.20,997.0296223,1205.995575,7.39638265,72,68,88,29.49
16-08-2018 1.50,930.6740111,1167.633964,7.309646606,70,68,94,29.49
16-08-2018 2.20,773.5437419,939.4517687,6.824347019,70,68,94,29.49
16-08-2018 2.50,837.6962483,1020.15643,7.009206613,50,43,88,29.64
16-08-2018 3.20,825.4955444,1002.145927,6.96910731,50,43,88,29.64
16-08-2018 3.50,985.9374797,1208.410839,7.398962339,70,68,94,29.49
16-08-2018 4.20,1000.081299,1172.972632,7.332414627,72,70,94,29.49
16-08-2018 4.50,978.2154949,1130.930202,7.240897338,72,68,88,29.49
16-08-2018 5.20,1005.563456,1232.117727,7.44834884,72,68,88,29.49
16-08-2018 5.50,1164.682983,1420.999376,7.802566528,72,68,88,29.49
16-08-2018 6.20,834.1725464,962.1471116,6.852207661,70,68,94,29.49
16-08-2018 6.50,691.1745523,808.828037,6.168117149,72,68,88,29.49
16-08-2018 7.20,1307.684332,1492.175463,7.557952236,73,70,88,29.49
16-08-2018 7.50,1307.684332,1492.175463,7.557952236,75,70,83,29.49
16-08-2018 8.20,1307.684332,1492.175463,7.557952236,77,70,78,29.49
16-08-2018 8.50,1307.684332,1492.175463,7.557952236,79,68,69,29.49
16-08-2018 9.20,435.8947773,731.1703428,5.891943081,79,68,69,29.49
16-08-2018 9.50,164.6292318,274.5079541,4.733147621,81,68,65,29.52
16-08-2018 10.20,607.6592611,636.8968965,6.008858999,81,68,65,29.52
16-08-2018 10.50,536.331838,576.5628395,5.851237615,81,68,65,29.49
16-08-2018 11.20,596.8297729,637.0498248,6.035845598,82,66,58,29.49
16-08-2018 11.50,758.3059285,814.0333105,6.515989622,82,66,58,29.49
16-08-2018 12.20,756.8807373,828.6122979,6.552221457,86,66,51,29.49
16-08-2018 12.50,573.1358846,673.481215,6.140503565,88,66,49,29.49
16-08-2018 13.20,611.248759,726.2363986,6.287233035,86,66,51,29.49
16-08-2018 13.50,764.7230428,893.2459454,6.70846653,88,68,52,29.49
16-08-2018 14.20,609.0077311,721.7863167,6.276884715,84,66,55,29.49
16-08-2018 14.50,531.3761393,633.5402266,6.024161657,86,68,55,29.49
16-08-2018 15.20,749.1923421,842.1639416,6.591258685,86,68,55,29.46
16-08-2018 15.50,773.3104858,875.2047432,6.664363702,84,68,58,29.46
16-08-2018 16.20,757.7203979,875.4240725,6.673060894,84,68,58,29.46
16-08-2018 16.50,722.4419149,846.356336,6.597078164,82,68,62,29.46
16-08-2018 17.20,784.7397868,971.506686,6.896657626,82,66,58,29.46
16-08-2018 17.50,641.7528076,806.7656779,6.491730372,81,68,65,29.46
16-08-2018 18.20,411.1439107,577.4199426,5.855627696,81,68,65,29.46
16-08-2018 18.50,260.5950979,344.5399441,5.005218188,79,68,69,29.46
16-08-2018 19.20,28.20349312,65.97582953,3.370265643,77,68,74,29.46
16-08-2018 19.50,170.8027039,262.7293321,4.67807134,77,68,74,29.46
16-08-2018 20.20,52.8847672,89.1464968,3.640926361,77,70,78,29.49
16-08-2018 20.50,113.2989324,168.5001161,4.235801061,75,70,83,29.49
16-08-2018 21.20,189.4603678,270.340692,4.716239611,75,70,83,29.49
16-08-2018 21.50,180.3465347,273.1872908,4.707846006,75,70,83,29.49
16-08-2018 22.20,233.4877319,342.9651608,5.01009957,75,70,83,29.46
16-08-2018 22.50,290.5464325,407.4511033,5.274508953,73,70,88,29.49
16-08-2018 23.20,336.191803,476.4740963,5.501202424,73,70,88,29.49
16-08-2018 23.50,455.8262024,670.8695265,5.949963728,73,70,88,29.49
17-08-2018 0.20,721.2932332,934.535483,6.80812788,73,70,88,29.49
17-08-2018 0.50,499.4942627,704.6799395,6.182256381,73,70,88,29.49
17-08-2018 1.20,954.8486532,1126.442773,7.235870679,73,70,88,29.46
17-08-2018 1.50,1027.054138,1221.393538,7.425769011,72,70,94,29.46
17-08-2018 2.20,1290.072998,1567.061617,8.062416236,72,70,94,29.46
17-08-2018 2.50,1803.437297,2196.024935,9.073993683,50,43,88,29.64
17-08-2018 3.20,854.6557313,1072.059792,6.649187406,50,43,88,29.64
17-08-2018 3.50,921.7560627,959.9422515,6.829073906,72,70,94,29.46
17-08-2018 4.20,1365.906067,1604.519411,8.063529333,72,70,94,29.46
17-08-2018 4.50,2183.525391,2333.007158,9.373989107,72,70,94,29.46
17-08-2018 5.20,2390.009603,2701.316025,9.914563179,72,70,94,29.46
17-08-2018 5.50,2523.584676,2972.04825,10.60857392,72,68,88,29.49
17-08-2018 6.20,1414.279154,1636.139518,7.968740306,72,70,94,29.49
17-08-2018 6.50,1307.684332,1492.175463,7.557952236,73,70,88,29.49
17-08-2018 7.20,1307.684332,1492.175463,7.557952236,73,70,88,29.52
17-08-2018 7.50,1307.684332,1492.175463,7.557952236,73,72,94,29.49
17-08-2018 8.20,1307.684332,1492.175463,7.557952236,73,72,94,29.49
17-08-2018 8.50,1307.684332,1492.175463,7.557952236,73,70,88,29.46
17-08-2018 9.20,1307.684332,1492.175463,7.557952236,73,72,94,29.49
17-08-2018 9.50,1307.684332,1492.175463,7.557952236,75,72,89,29.49
17-08-2018 10.20,435.8947773,570.8803092,5.119755768,81,72,74,29.49
17-08-2018 10.50,10.20490678,20.24600302,3.032842001,81,72,74,29.49
17-08-2018 11.20,97.42262648,98.4886025,3.80911231,82,70,66,29.49
17-08-2018 11.50,100.3391558,111.0455075,3.885732333,81,70,70,29.49
17-08-2018 12.20,210.9277344,260.2092426,4.674378395,82,70,66,29.49
17-08-2018 12.50,277.2200012,349.637761,5.051403681,86,70,58,29.49
17-08-2018 13.20,357.2095337,445.6116843,5.414332708,86,68,55,29.49
17-08-2018 13.50,342.4500326,430.3432717,5.350289345,86,66,51,29.49
17-08-2018 14.20,292.2834625,362.2994664,5.101445357,88,68,52,29.46
17-08-2018 14.50,568.9393311,720.1968573,6.247418404,88,66,49,29.46
17-08-2018 15.20,507.1133321,589.4559845,5.877175967,86,68,55,29.46
17-08-2018 15.50,481.0228271,542.5110197,5.734688282,84,68,58,29.46
17-08-2018 16.20,466.424469,576.0524752,5.838711262,82,66,58,29.46
17-08-2018 16.50,375.7309061,444.0837091,5.402222633,82,66,58,29.46
17-08-2018 17.20,648.4524333,799.6506958,6.470081965,82,68,62,29.46
17-08-2018 17.50,563.7886759,717.2089554,6.264166196,81,68,65,29.46
17-08-2018 18.20,674.572937,783.7628565,6.441758951,79,68,69,29.46
17-08-2018 18.50,854.4986979,992.379617,6.946650187,79,70,74,29.46
17-08-2018 19.20,1094.130391,1248.326925,7.474923293,77,70,78,29.46
17-08-2018 19.50,1099.596639,1343.628897,7.656037331,77,70,78,29.49
17-08-2018 20.20,1212.524333,1562.185616,8.055211226,75,70,83,29.49
17-08-2018 20.50,1088.491333,1347.513641,7.668574651,75,70,83,29.49
17-08-2018 21.20,902.0486043,1116.297318,7.215040843,75,70,83,29.49
17-08-2018 21.50,1344.961019,1673.930927,8.226154168,75,70,83,29.49
17-08-2018 22.20,1909.217001,2268.839108,9.192543984,75,70,83,29.49
17-08-2018 22.50,2018.920329,2389.583925,9.377364159,75,70,83,29.49
17-08-2018 23.20,1802.752035,2099.716732,8.927399317,75,70,83,29.49
17-08-2018 23.50,1962.319661,2343.982055,9.307740211,75,70,83,29.49
18-08-2018 0.20,2403.517985,2836.665839,10.09886424,73,70,88,29.49
18-08-2018 0.50,2430.526611,2842.78278,10.11570136,73,70,88,29.49
18-08-2018 1.20,2348.443685,2740.103829,9.924077669,73,70,88,29.49
18-08-2018 1.50,2693.392985,3240.852511,11.0130434,73,70,88,29.49
18-08-2018 2.20,2957.05835,3455.534285,11.85200977,73,70,88,29.49
18-08-2018 2.50,2520.209066,3108.317576,10.59395663,50,43,88,29.64
18-08-2018 3.20,2247.743652,2781.368951,9.993866602,50,43,88,29.64
18-08-2018 3.50,1672.550334,1903.476061,8.603592555,73,70,88,29.49
18-08-2018 4.20,1440.716675,1694.506671,8.274855455,73,70,88,29.49
18-08-2018 4.50,1265.692708,1499.74228,7.914449692,73,70,88,29.49
18-08-2018 5.20,727.4701945,817.0904962,6.510753155,72,70,94,29.49
18-08-2018 5.50,557.8950501,644.3869755,6.052634716,72,70,94,29.49
18-08-2018 6.20,559.2702128,671.0212601,6.119975885,73,70,88,29.49
18-08-2018 6.50,554.0516764,639.1736995,6.01497968,73,72,94,29.49
18-08-2018 7.20,438.7495728,486.2923257,5.54651165,77,72,83,29.49
18-08-2018 7.50,729.0872803,790.1446765,6.453625043,79,72,78,29.52
18-08-2018 8.20,449.3958333,499.070542,5.59806633,79,72,78,29.52
18-08-2018 8.50,629.3787231,697.9990514,6.200580597,81,70,70,29.52
18-08-2018 9.20,774.912089,842.2993655,6.587516785,82,70,66,29.52
18-08-2018 9.50,734.4280802,804.8307905,6.490386009,84,70,62,29.52
18-08-2018 10.20,694.4059245,808.8263385,6.500482241,84,70,62,29.52
18-08-2018 10.50,682.8036906,772.8506767,6.411016623,84,70,62,29.52
18-08-2018 11.20,772.1312459,886.1720532,6.691552798,84,70,62,29.52
18-08-2018 11.50,1125.464681,1297.720119,7.575502555,86,70,58,29.52
18-08-2018 12.20,1281.802002,1484.637396,7.911820729,88,64,46,29.49
18-08-2018 12.50,1334.110352,1497.824676,7.938988368,90,63,40,29.49
18-08-2018 13.20,1287.005961,1474.546236,7.860262235,90,63,40,29.49
18-08-2018 13.50,2761.452637,3080.954282,10.61524678,90,63,40,29.49
18-08-2018 14.20,3156.656657,3406.647546,11.54827976,90,64,43,29.49
18-08-2018 14.50,3198.141276,3479.028842,11.78873348,90,63,40,29.49
18-08-2018 15.20,2847.025635,3243.051571,11.08185641,90,64,43,29.49
18-08-2018 15.50,2396.913981,2773.15871,10.0379254,88,63,43,29.49
18-08-2018 16.20,2250.567301,2625.803391,9.751556714,86,66,51,29.49
18-08-2018 16.50,2217.542928,2591.363677,9.69092687,86,66,51,29.49
18-08-2018 17.20,2259.153646,2644.338027,9.78278192,84,68,58,29.49
18-08-2018 17.50,2443.391357,2920.384611,10.28650443,82,68,62,29.49
18-08-2018 18.20,2944.642008,3423.118938,11.54214001,81,70,70,29.52
18-08-2018 18.50,2280.803711,2771.722417,9.999415078,81,70,70,29.52
18-08-2018 19.20,1970.57133,2323.929983,9.288050334,79,70,74,29.52
18-08-2018 19.50,2755.648356,3198.064568,11.0186065,79,72,78,29.52
18-08-2018 20.20,3454.736735,3572.345265,12.91841666,77,72,83,29.52
18-08-2018 20.50,3603.786377,3600,14.09363333,77,72,83,29.55
18-08-2018 21.20,3604.447754,3600,15.16505337,77,72,83,29.55
18-08-2018 21.50,3604.191732,3600,17.66468366,77,72,83,29.55
18-08-2018 22.20,3604.205078,3600,17.43009313,75,72,89,29.55
18-08-2018 22.50,3603.791341,3600,15.24401665,75,72,89,29.55
18-08-2018 23.20,3601.91097,3600,14.62966633,75,72,89,29.55
18-08-2018 23.50,3603.723633,3600,15.14769014,75,72,89,29.55
19-08-2018 0.20,3603.699951,3600,15.63866997,75,72,89,29.55
19-08-2018 0.50,3603.341634,3600,15.25623004,75,72,89,29.58
19-08-2018 1.20,3603.384277,3600,15.57704989,73,72,94,29.58
19-08-2018 1.50,3603.413412,3600,16.18504397,73,70,88,29.58
19-08-2018 2.20,3603.467692,3600,15.5172135,73,70,88,29.55
19-08-2018 2.50,3603.449056,3600,15.66259639,50,43,88,29.64
19-08-2018 3.20,3603.044922,3600,16.17398294,50,43,88,29.64
19-08-2018 3.50,3603.304036,3600,15.28218015,73,70,88,29.55
19-08-2018 4.20,3460.913981,3575.481618,13.15689341,73,70,88,29.55
19-08-2018 4.50,3603.29541,3600,15.71801663,73,70,88,29.55
19-08-2018 5.20,3603.298014,3600,16.01911672,73,70,88,29.55
19-08-2018 5.50,3602.920654,3600,14.81721337,72,70,94,29.55
19-08-2018 6.20,3579.068685,3600,13.93560664,73,70,88,29.58
19-08-2018 6.50,3310.629395,3468.381791,12.53582636,73,70,88,29.58
19-08-2018 7.20,3379.230713,3543.497095,12.37320328,75,70,83,29.58
19-08-2018 7.50,3147.017985,3396.06678,11.76891677,77,70,78,29.58
19-08-2018 8.20,3334.593262,3547.33463,12.21292686,79,72,78,29.58
19-08-2018 8.50,3214.226969,3441.986626,11.93623002,81,72,74,29.58
19-08-2018 9.20,3479.035644,3595.239016,12.86168671,82,70,66,29.58
19-08-2018 9.50,3574.351318,3600,14.15832329,84,66,55,29.58
19-08-2018 10.20,3148.46696,3354.802679,11.9143432,88,64,46,29.58
19-08-2018 10.50,2627.871745,2739.400353,10.05609576,88,63,43,29.58
19-08-2018 11.20,3265.203043,3458.193719,11.67669678,90,61,38,29.58
19-08-2018 11.50,3182.942301,3449.608557,11.67949994,90,55,31,29.58
19-08-2018 12.20,3476.189941,3583.25812,12.56009992,90,57,33,29.58
19-08-2018 12.50,3464.997721,3567.00175,12.7149601,90,57,33,29.58
19-08-2018 13.20,3407.047282,3591.205078,12.99180984,90,59,36,29.55
19-08-2018 13.50,3240.422038,3471.209511,11.90273635,90,61,38,29.55
19-08-2018 14.20,3205.330404,3484.417731,11.81376966,90,61,38,29.55
19-08-2018 14.50,2969.36499,3271.473596,11.06119347,90,61,38,29.55
19-08-2018 15.20,2993.312744,3318.142948,11.14634673,88,61,40,29.55
19-08-2018 15.50,3050.459635,3342.814741,11.23981985,88,61,40,29.55
19-08-2018 16.20,3396.431966,3538.753353,12.1886034,88,59,38,29.55
19-08-2018 16.50,2923.515055,3214.897065,10.91841634,86,61,43,29.55
19-08-2018 17.20,2853.731038,3182.631777,10.84698677,84,63,48,29.55
19-08-2018 17.50,3189.810384,3451.097615,11.74997648,84,63,48,29.55
19-08-2018 18.20,3549.71639,3597.241441,13.09618346,82,64,54,29.55
19-08-2018 18.50,3529.791911,3582.478631,12.84933313,81,66,61,29.55
19-08-2018 19.20,3469.489665,3572.281865,12.83810012,79,66,65,29.55
19-08-2018 19.50,3512.777018,3592.312321,12.98407968,79,68,69,29.55
19-08-2018 20.20,3460.265625,3562.35796,12.50305684,77,68,74,29.58
19-08-2018 20.50,3019.030029,3408.522437,11.45183023,77,68,74,29.58
19-08-2018 21.20,3321.593018,3534.088686,12.28362974,75,68,78,29.58
19-08-2018 21.50,3311.065348,3530.581199,12.05825011,75,68,78,29.58
19-08-2018 22.20,3397.902344,3552.054726,12.22739982,75,66,73,29.58
19-08-2018 22.50,3550.323731,3599.310942,13.18652312,73,66,78,29.58
19-08-2018 23.20,3524.881673,3592.521944,13.53985659,75,66,73,29.58
19-08-2018 23.50,3580.105957,3598.945657,13.23279349,75,66,73,29.58
20-08-2018 0.20,3552.822347,3597.61541,13.24013011,75,66,73,29.58
20-08-2018 0.50,3540.739014,3591.995947,13.05112998,73,66,78,29.55
20-08-2018 1.20,3396.388672,3560.04451,12.32784653,73,66,78,29.55
20-08-2018 1.50,3207.41333,3462.782042,11.69092337,73,66,78,29.55
20-08-2018 2.20,2905.220296,3288.336841,11.07394663,73,66,78,29.55
20-08-2018 2.50,2847.336263,3217.894979,10.93798669,50,43,88,29.64
20-08-2018 3.20,3417.423015,3553.872159,12.37933668,50,43,88,29.64
20-08-2018 3.50,3515.142009,3594.545564,12.89726321,72,66,83,29.55
20-08-2018 4.20,3320.388346,3514.61053,12.16761335,72,66,83,29.55
20-08-2018 4.50,3307.943359,3511.465301,11.96824678,72,66,83,29.52
20-08-2018 5.20,3368.033691,3559.799464,12.49818993,72,68,88,29.52
20-08-2018 5.50,3120.590658,3422.382926,11.65575346,72,68,88,29.55
20-08-2018 6.20,3088.655273,3401.386149,11.48286661,72,68,88,29.55
20-08-2018 6.50,3199.0236,3436.61148,11.87222639,73,68,83,29.55
20-08-2018 7.20,3397.84139,3523.337699,12.2825702,75,68,78,29.55
20-08-2018 7.50,3156.949626,3445.880826,11.72095648,77,68,74,29.55
20-08-2018 8.20,3330.23942,3543.837037,12.15813669,79,68,69,29.55
20-08-2018 8.50,3116.79362,3399.322649,11.71510347,79,66,65,29.55
20-08-2018 9.20,2023.880005,2070.126443,8.879731496,81,64,58,29.55
20-08-2018 9.50,1945.027995,1927.027714,8.641779423,82,63,51,29.55
20-08-2018 10.20,2476.058268,2629.790786,9.837825139,84,61,45,29.55
20-08-2018 10.50,2837.494954,3129.384973,10.66707007,84,61,45,29.55
20-08-2018 11.20,3136.696696,3432.129987,11.61185678,84,59,42,29.55
20-08-2018 11.50,2992.617025,3274.794955,11.00967979,86,59,40,29.55
20-08-2018 12.20,3135.509684,3393.703553,11.39625676,86,57,37,29.55
20-08-2018 12.50,3226.745605,3475.951592,11.824097,86,57,37,29.55
20-08-2018 13.20,3362.553711,3522.666909,12.14543661,86,54,33,29.52
20-08-2018 13.50,3148.771647,3390.143085,11.40095965,86,59,40,29.55
20-08-2018 14.20,2908.79598,3139.388336,10.67797661,84,57,40,29.55
20-08-2018 14.50,2972.113688,3190.695456,10.83801333,84,59,42,29.52
20-08-2018 15.20,2760.902669,3028.855191,10.46383508,84,59,42,29.52
20-08-2018 15.50,2605.008626,2846.300921,10.10578982,82,61,48,29.52
20-08-2018 16.20,2711.034668,3113.802314,10.61151314,82,59,45,29.52
20-08-2018 16.50,2534.703288,2924.484999,10.24000963,82,59,45,29.52
20-08-2018 17.20,2804.321696,3212.691178,10.86144352,81,59,48,29.52
20-08-2018 17.50,2838.235351,3221.986358,10.88363997,81,59,48,29.52
20-08-2018 18.20,2787.726644,3253.185574,11.00910663,79,61,54,29.52
20-08-2018 18.50,3198.01001,3503.036429,11.9580698,79,61,54,29.52
20-08-2018 19.20,3039.795735,3485.697625,11.82580662,77,61,57,29.55
20-08-2018 19.50,3018.270345,3466.785938,11.69838015,75,63,65,29.55
20-08-2018 20.20,3253.406331,3502.248399,11.95532989,75,61,61,29.55
20-08-2018 20.50,3260.411621,3507.837329,11.9272232,73,61,65,29.55
20-08-2018 21.20,3243.429281,3496.350766,11.90822983,73,61,65,29.55
20-08-2018 21.50,2925.867269,3343.15781,11.22767003,73,61,65,29.55
20-08-2018 22.20,2688.430013,3204.283673,10.82977994,72,61,69,29.55
20-08-2018 22.50,2778.973633,3280.779804,11.02487977,72,59,64,29.55
20-08-2018 23.20,2677.510335,3214.600994,10.85091369,70,61,73,29.55
20-08-2018 23.50,2624.11735,3171.072628,10.76001644,70,59,68,29.55
21-08-2018 0.20,2423.132324,2961.478731,10.29610666,70,59,68,29.55
21-08-2018 0.50,2633.743734,3217.836657,10.85734336,70,59,68,29.55
21-08-2018 1.20,2875.947021,3376.898428,11.33216667,70,59,68,29.55
21-08-2018 1.50,2683.698975,3225.614462,10.9008201,68,59,73,29.55
21-08-2018 2.20,2747.264974,3302.7555,11.09333992,68,59,73,29.55
21-08-2018 2.50,2896.81071,3397.209518,11.40588665,50,43,88,29.64
21-08-2018 3.20,2933.996989,3406.606419,11.45599683,50,43,88,29.64
21-08-2018 3.50,2821.158285,3355.761293,11.25725015,68,59,73,29.55
21-08-2018 4.20,2733.876058,3248.847235,10.95085684,66,59,78,29.55
21-08-2018 4.50,2587.115316,3089.473932,10.59255346,66,59,78,29.55
21-08-2018 5.20,2347.03361,2782.662005,10.01437791,64,59,83,29.55
21-08-2018 5.50,2288.559408,2736.760098,9.923414865,66,59,78,29.55
21-08-2018 6.20,2047.619304,2436.91774,9.461710294,66,59,78,29.55
21-08-2018 6.50,2089.894694,2453.084417,9.478857677,70,59,68,29.58
21-08-2018 7.20,1181.597676,1222.743375,7.415652911,72,61,69,29.58
21-08-2018 7.50,1214.458008,1224.48083,7.419882297,73,61,65,29.58
21-08-2018 8.20,1013.2842,1057.459468,7.087786674,75,61,61,29.58
21-08-2018 8.50,962.994222,1054.583009,7.084514777,77,63,61,29.58
21-08-2018 9.20,1060.63798,1063.837674,7.104577859,79,63,57,29.58
21-08-2018 9.50,1430.244669,1565.955926,8.058459918,79,61,54,29.58
21-08-2018 10.20,1411.499634,1542.31011,8.019583066,81,61,51,29.58
21-08-2018 10.50,1446.397339,1656.826577,8.212834358,81,61,51,29.58
21-08-2018 11.20,1113.093486,1230.414753,7.415009975,82,61,48,29.58
21-08-2018 11.50,914.5996296,1022.168598,7.00649627,82,59,45,29.58
21-08-2018 12.20,892.6870931,1019.714334,7.006728649,82,59,45,29.58
21-08-2018 12.50,976.0396118,1155.333249,7.289214293,84,59,42,29.58
21-08-2018 13.20,1068.659668,1253.111259,7.490585009,86,61,43,29.58
21-08-2018 13.50,1070.550008,1272.819796,7.525077979,86,61,43,29.55
21-08-2018 14.20,1161.245687,1335.395544,7.644887447,86,63,45,29.55
21-08-2018 14.50,1635.097005,1901.345333,8.615290959,84,61,45,29.55
21-08-2018 15.20,1472.007324,1639.292637,8.18281126,84,61,45,29.55
21-08-2018 15.50,1953.881022,2328.836639,9.284974416,84,59,42,29.55
21-08-2018 16.20,1832.554972,2144.883378,8.999430339,84,59,42,29.55
21-08-2018 16.50,1042.324646,1165.925281,7.307822386,82,63,51,29.55
21-08-2018 17.20,1283.127319,1491.886108,7.919886589,81,63,54,29.55
21-08-2018 17.50,1274.219645,1474.633162,7.898111343,81,64,58,29.55
21-08-2018 18.20,1594.243001,1893.798404,8.594101588,79,63,57,29.58
21-08-2018 18.50,1984.17867,2459.193818,9.493708611,79,64,61,29.58
21-08-2018 19.20,1681.671021,2181.964714,9.057004293,77,66,69,29.58
21-08-2018 19.50,1605.613973,2031.922701,8.824681918,75,66,73,29.58
21-08-2018 20.20,1632.218669,2011.843077,8.793183962,75,66,73,29.58
21-08-2018 20.50,1554.377319,1955.029429,8.698522568,75,66,73,29.61
21-08-2018 21.20,1398.331665,1740.910235,8.353522937,75,68,78,29.61
21-08-2018 21.50,1648.222005,2246.704658,9.158150673,73,66,78,29.61
21-08-2018 22.20,1216.248006,1648.311199,8.202874501,73,66,78,29.61
21-08-2018 22.50,1119.786377,1476.929181,7.905477524,73,66,78,29.61
21-08-2018 23.20,946.1693726,1286.285876,7.553175767,72,66,83,29.61
21-08-2018 23.50,1093.874959,1429.345039,7.820466995,72,66,83,29.61
22-08-2018 0.20,1140.712362,1363.869397,7.701208274,72,66,83,29.61
22-08-2018 0.50,1400.113363,1643.348819,8.188672861,70,66,88,29.61
22-08-2018 1.20,1837.28064,2208.055744,9.098778725,70,66,88,29.61
22-08-2018 1.50,1775.888021,2090.322373,8.913555463,70,66,88,29.61
22-08-2018 2.20,2123.587647,2605.331068,9.720696449,70,66,88,29.61
22-08-2018 2.50,1888.022664,2251.251695,9.162846883,50,43,88,29.64
22-08-2018 3.20,2212.090739,2793.325977,10.01249091,50,43,88,29.64
22-08-2018 3.50,2382.829671,2934.359291,10.2447869,70,66,88,29.61
22-08-2018 4.20,3011.189291,3418.512404,11.56355667,70,64,83,29.61
22-08-2018 4.50,3174.557699,3538.622424,12.1327432,70,64,83,29.61
22-08-2018 5.20,2825.440023,3335.416927,11.22215684,70,64,83,29.61
22-08-2018 5.50,2504.828369,2981.832674,10.37640349,70,66,88,29.61
22-08-2018 6.20,2600.82666,3072.668676,10.5204134,72,66,83,29.61
22-08-2018 6.50,2533.094971,3004.84533,10.41537666,72,66,83,29.61
22-08-2018 7.20,2602.594971,3039.487293,10.50401179,73,66,78,29.64
22-08-2018 7.50,2793.677979,3198.84651,10.89089998,73,68,83,29.64
22-08-2018 8.20,2673.598063,3054.038443,10.49820995,77,68,74,29.64
22-08-2018 8.50,2407.267334,2834.233326,10.0843118,79,68,69,29.64
22-08-2018 9.20,2116.868286,2421.403797,9.428319613,79,68,69,29.64
22-08-2018 9.50,2479.55127,2889.837901,10.18300979,81,68,65,29.64
22-08-2018 10.20,2186.344971,2525.29784,9.609473863,82,66,58,29.64
22-08-2018 10.50,1637.090698,1677.582776,8.238395691,82,66,58,29.61
22-08-2018 11.20,1446.692709,1535.509616,7.999162038,84,66,55,29.61
