Date,LV ActivePower (kW),Wind Speed (m/s),Theoretical_Power_Curve (KWh)
18-06-2018 17.00,362.663208,5.462314129,458.2239349
18-06-2018 17.10,513.8428955,6.046675205,639.8471468
18-06-2018 17.20,560.6829834,6.183537006,687.6754523
18-06-2018 17.30,642.3096924,6.435066223,780.8244248
18-06-2018 17.40,590.1016846,6.279481888,722.4005457
18-06-2018 17.50,498.9462891,5.888381004,587.9758811
18-06-2018 18.00,348.7159119,5.528748035,477.3079285
18-06-2018 18.10,321.8526001,5.411971092,444.0296469
18-06-2018 18.20,593.2241211,6.321817875,738.0381171
18-06-2018 18.30,468.7987061,5.859800816,578.7066009
18-06-2018 18.40,563.4224243,6.137764931,671.4569134
18-06-2018 18.50,357.2948914,5.236122131,396.1958672
18-06-2018 19.00,659.5391235,6.393877983,765.1013384
18-06-2018 19.10,768.0233154,6.711954117,891.4283989
18-06-2018 19.20,911.1577148,7.157769203,1088.621354
18-06-2018 19.30,872.1143188,6.972017765,1003.44179
18-06-2018 19.40,707.3712769,6.531736851,818.4611546
18-06-2018 19.50,756.1317749,6.732309818,899.9045265
18-06-2018 20.00,630.7689819,6.308756828,733.1931333
18-06-2018 20.10,515.7285156,5.875001907,583.6261266
18-06-2018 20.20,529.5900879,6.070582867,648.0577289
18-06-2018 20.30,432.1462097,5.69506216,526.9028994
18-06-2018 20.40,395.8190002,5.603180885,499.1773196
18-06-2018 20.50,395.5053101,5.666162968,518.0942039
18-06-2018 21.00,270.1539001,5.050037861,348.3880553
18-06-2018 21.10,232.4506989,4.83777523,297.1236518
18-06-2018 21.20,121.3593979,4.131844044,147.8736026
18-06-2018 21.30,35.36426926,3.614614964,65.8878031
18-06-2018 21.40,0.354866594,2.962940931,0
18-06-2018 21.50,0,3.373425961,39.10538658
18-06-2018 22.00,0,3.016585112,16.55272885
18-06-2018 22.10,0,2.937119007,0
18-06-2018 22.20,0,3.160674095,23.20686423
18-06-2018 22.30,0,3.222630978,27.08935546
18-06-2018 22.40,0,3.570276022,60.266012
18-06-2018 22.50,16.88402939,3.240773916,28.34253162
18-06-2018 23.00,56.34360886,3.757173061,86.09442155
18-06-2018 23.10,92.66162872,3.94182992,117.1020453
18-06-2018 23.20,180.3361969,4.390676975,199.2112925
18-06-2018 23.30,160.8694,4.413484097,203.9083066
18-06-2018 23.40,289.3930054,5.098639965,360.6070253
18-06-2018 23.50,188.8692932,4.586918831,240.6276305
19-06-2018 0.00,108.2385025,4.075028896,137.0564132
19-06-2018 0.10,197.4062958,4.61312294,246.3356329
19-06-2018 0.20,82.2080307,3.886082888,107.1660831
19-06-2018 0.30,168.0348053,4.476200104,216.9789878
19-06-2018 0.40,332.6205139,5.099090099,360.721061
19-06-2018 0.50,368.6737061,5.684357166,523.6304087
19-06-2018 1.00,265.5141907,5.107573986,362.873348
19-06-2018 1.10,308.4342041,5.27716589,407.1228778
19-06-2018 1.20,534.953125,6.062099934,645.137454
19-06-2018 1.30,375.7757874,5.434288979,450.294072
19-06-2018 1.40,439.1752014,5.686779022,524.3697808
19-06-2018 1.50,478.637207,5.842844963,573.2473984
19-06-2018 2.00,850.2550049,6.64030695,861.9762006
19-06-2018 2.10,960.503418,7.078402042,1051.676461
19-06-2018 2.20,597.755188,6.051423073,641.4728416
19-06-2018 2.30,787.5689697,6.302877903,731.0183683
19-06-2018 2.40,429.6000061,5.311833858,416.4637673
19-06-2018 2.50,348.6122131,5.253359795,400.7677492
19-06-2018 3.00,425.184906,5.455954075,456.4180942
19-06-2018 3.10,319.5342102,5.276677132,406.9919198
19-06-2018 3.20,234.8721924,4.652582169,255.0135833
19-06-2018 3.30,150.6069031,4.255190849,171.9015935
19-06-2018 3.40,240.8421021,4.708315849,267.443222
19-06-2018 3.50,244.7503052,4.913380146,315.0016313
19-06-2018 4.00,189.6829987,4.615603924,246.8783168
19-06-2018 4.10,207.6735992,4.733005047,273.015226
19-06-2018 4.20,349.2284851,5.246338844,398.9026011
19-06-2018 4.30,364.6907043,5.375609875,433.918373
19-06-2018 4.40,202.019104,4.57234621,237.4719884
19-06-2018 4.50,340.1463928,5.138157845,370.6798045
19-06-2018 5.00,480.2659912,5.612854004,502.0579016
19-06-2018 5.10,497.3883972,5.913813114,596.2958621
19-06-2018 5.20,620.5366211,6.247876167,710.8523558
19-06-2018 5.30,570.6068726,6.041839123,638.1937232
19-06-2018 5.40,595.9780273,6.101231098,658.6725388
19-06-2018 5.50,434.8904114,5.391629219,438.3585761
19-06-2018 6.00,399.2421875,5.515867233,473.5759951
19-06-2018 6.10,320.3739014,5.196833134,385.8679156
19-06-2018 6.20,411.9728088,5.522996902,475.6397613
19-06-2018 6.30,337.160614,5.180219173,381.5389131
19-06-2018 6.40,495.4371948,5.79601717,558.3237642
19-06-2018 6.50,446.8157043,5.574808121,490.7794548
19-06-2018 7.00,492.677887,5.770365238,550.2432475
19-06-2018 7.10,345.5646057,5.134058952,369.6292269
19-06-2018 7.20,304.8312988,5.07652092,355.0231511
19-06-2018 7.30,271.0816956,4.867337227,304.0650999
19-06-2018 7.40,400.4755859,5.400100231,440.715726
19-06-2018 7.50,253.3921967,4.825428009,294.2427709
19-06-2018 8.00,274.4932861,4.933084965,319.7293526
19-06-2018 8.10,378.490509,5.316792011,417.8081004
19-06-2018 8.20,386.0087891,5.459746838,457.49455
19-06-2018 8.30,382.596405,5.509912014,471.855792
19-06-2018 8.40,410.6290894,5.304782867,414.55563
19-06-2018 8.50,419.2314148,5.435126781,450.5301054
19-06-2018 9.00,531.746521,5.983561039,619.4644388
19-06-2018 9.10,588.6016846,6.036522865,636.3790153
19-06-2018 9.20,671.7119751,6.311220169,734.1054962
19-06-2018 9.30,756.1522217,6.586760044,840.3481799
19-06-2018 9.40,684.5991821,6.457355976,789.4108646
19-06-2018 9.50,742.1124268,6.536554813,820.3640767
19-06-2018 10.00,686.0576782,6.378166199,759.1524137
19-06-2018 10.10,1088.839966,7.47149086,1243.220773
19-06-2018 10.20,929.7183838,7.09548378,1059.557588
19-06-2018 10.30,1147.223999,7.437510014,1225.782306
19-06-2018 10.40,898.4146118,6.883358002,964.3335588
19-06-2018 10.50,710.1942749,6.464677811,792.2433115
19-06-2018 11.00,765.1221924,6.564366817,831.3996098
19-06-2018 11.10,505.2767029,5.718402863,534.0771837
19-06-2018 11.20,809.1068726,6.555632114,827.9244236
19-06-2018 11.30,1037.228027,7.275900841,1145.188637
19-06-2018 11.40,1345.44397,8.067353249,1568.799863
19-06-2018 11.50,1283.889038,7.789756775,1411.996431
19-06-2018 12.00,1685.906006,8.768828392,1996.164037
19-06-2018 12.10,1736.57605,8.900840759,2080.273788
19-06-2018 12.20,1499.777954,8.323656082,1720.427234
19-06-2018 12.30,1836.637939,8.919850349,2092.455461
19-06-2018 12.40,1774.175049,8.799741745,2015.779831
19-06-2018 12.50,1523.892944,8.259778976,1682.084039
19-06-2018 13.00,1556.812988,8.426044464,1782.589338
19-06-2018 13.10,1414.968018,8.054162979,1561.164537
19-06-2018 13.20,1488.866943,8.312531471,1713.724611
19-06-2018 13.30,1524.936035,8.469320297,1809.108824
19-06-2018 13.40,1629.493042,8.454647064,1800.101267
19-06-2018 13.50,1758.017944,8.777750015,2001.819881
19-06-2018 14.00,2286.620117,10.02639961,2808.407601
19-06-2018 14.10,2265.52002,9.933991432,2750.37201
19-06-2018 14.20,2236.591064,9.808522224,2667.182529
19-06-2018 14.30,2304.782959,9.94164753,2755.283068
19-06-2018 14.40,2784.172119,10.92615986,3245.743592
19-06-2018 14.50,2311.162109,9.738809586,2618.709245
19-06-2018 15.00,2569.853027,10.47381973,3053.213303
19-06-2018 15.10,2921.778076,10.73958015,3172.532183
19-06-2018 15.20,2807.313965,10.82363033,3206.55103
19-06-2018 15.30,3034.808105,11.22786999,3347.099648
19-06-2018 15.40,3148.376953,11.31459045,3372.563282
19-06-2018 15.50,2842.201904,10.54100037,3085.113066
19-06-2018 16.00,3019.761963,11.00401974,3273.859395
19-06-2018 16.10,3244.500977,11.85851002,3498.213494
19-06-2018 16.20,3307.481934,11.91932011,3508.843178
19-06-2018 16.30,3506.201904,13.07761002,3600
19-06-2018 16.40,3400.311035,12.04106045,3528.191066
19-06-2018 16.50,3342.782959,12.36170959,3567.318703
19-06-2018 17.00,3374.51709,12.62493992,3587.287269
19-06-2018 17.10,3373.00708,12.25269032,3555.889317
19-06-2018 17.20,2857.819092,11.20818043,3341.096555
19-06-2018 17.30,2995.5979,11.24384975,3351.910937
19-06-2018 17.40,2783.008057,10.71341038,3161.584615
19-06-2018 17.50,2798.948975,11.06569004,3295.145321
19-06-2018 18.00,2884.577881,11.08096981,3300.286966
19-06-2018 18.10,3124.419922,11.93826008,3512.021398
19-06-2018 18.20,2865.446045,11.36857033,3387.622649
19-06-2018 18.30,2563.864014,10.21224022,2917.161417
19-06-2018 18.40,2714.821045,10.85424042,3218.514084
19-06-2018 18.50,2275.783936,9.548701286,2478.011867
19-06-2018 19.00,2244.427002,9.552597046,2481.023403
19-06-2018 19.10,2230.227051,9.633755684,2542.527159
19-06-2018 19.20,2588.052002,10.34270954,2987.426445
19-06-2018 19.30,2457.7229,10.30679989,2968.573107
19-06-2018 19.40,2148.038086,9.390757561,2398.314971
19-06-2018 19.50,1685.625977,8.625647545,1906.022713
19-06-2018 20.00,2057.028076,9.518838882,2454.744963
19-06-2018 20.10,1548.244995,8.248818398,1675.540158
19-06-2018 20.20,1117.484985,7.133349895,1077.165236
19-06-2018 20.30,2002.748047,9.269903183,2319.234493
19-06-2018 20.40,1655.003052,8.336417198,1728.128547
19-06-2018 20.50,1823.21106,8.863848686,2056.617035
19-06-2018 21.00,2532.362061,10.39393997,3013.696729
19-06-2018 21.10,2537.996094,10.28180027,2955.231427
19-06-2018 21.20,2821.711914,10.80739021,3200.112318
19-06-2018 21.30,2772.190918,10.77171993,3185.744943
19-06-2018 21.40,2769.148926,10.86666012,3223.303924
19-06-2018 21.50,2040.755981,9.250353813,2306.470685
19-06-2018 22.00,2223.245117,9.621102333,2533.092015
19-06-2018 22.10,2058.850098,9.502504349,2441.880893
19-06-2018 22.20,1776.303955,8.743868828,1980.364287
19-06-2018 22.30,1819.760986,8.926989555,2097.034623
19-06-2018 22.40,1738.635986,8.776593208,2001.086282
19-06-2018 22.50,1717.902954,8.847614288,2046.255853
19-06-2018 23.00,1355.838989,8.068670273,1569.563192
19-06-2018 23.10,1568.598022,8.305529594,1709.511276
19-06-2018 23.20,1705.968018,8.677242279,1938.363534
19-06-2018 23.30,1908.868042,9.072932243,2191.109782
19-06-2018 23.40,1700.599976,8.608259201,1895.161203
19-06-2018 23.50,1386.287964,7.951961994,1502.608427
20-06-2018 0.00,1977.114014,9.0599823,2182.728857
20-06-2018 0.10,1797.876953,8.730814934,1972.114921
20-06-2018 0.20,1647.479004,8.426991463,1783.168141
20-06-2018 0.30,1394.469971,7.98679018,1522.441061
20-06-2018 0.40,1495.155029,8.286512375,1698.088743
20-06-2018 0.50,1908.438965,9.250486374,2306.557203
20-06-2018 1.00,2093.143066,9.62625885,2536.943851
20-06-2018 1.10,2199.949951,9.976752281,2777.562299
20-06-2018 1.20,1592.474976,8.547736168,1857.5115
20-06-2018 1.30,1690.953003,8.908341408,2085.078357
20-06-2018 1.40,1937.671021,9.275283813,2322.749058
20-06-2018 1.50,1796.672974,9.160391808,2247.859902
20-06-2018 2.00,1481.464966,8.404278755,1769.305275
20-06-2018 2.10,1869.740967,9.299625397,2338.656648
20-06-2018 2.20,1478.491943,8.329177856,1723.757959
20-06-2018 2.30,1588.901978,8.644396782,1917.755954
20-06-2018 2.40,1865.988037,9.058563232,2181.810834
20-06-2018 2.50,1820.550049,9.16759491,2252.54452
20-06-2018 3.00,1622.761963,8.674568176,1936.683298
20-06-2018 3.10,1534.958984,8.445169449,1794.291739
20-06-2018 3.20,1590.688965,8.581132889,1878.256353
20-06-2018 3.30,1578.600952,8.438049316,1789.931745
20-06-2018 3.40,1598.79895,8.620871544,1903.037476
20-06-2018 3.50,1673.363037,8.70895195,1958.320595
20-06-2018 4.00,1506.430054,8.450796127,1797.73993
20-06-2018 4.10,1152.72998,7.642796993,1332.561835
20-06-2018 4.20,886.5170898,7.10320282,1063.131544
20-06-2018 4.30,563.2938843,6.205434799,695.5138645
20-06-2018 4.40,573.8322754,6.207029819,696.0868167
20-06-2018 4.50,581.2111816,6.193680763,691.3000685
20-06-2018 5.00,435.0404968,5.56716013,488.52881
20-06-2018 5.10,296.6257019,5.038942814,345.6245013
20-06-2018 5.20,269.8959045,4.886744022,308.6560512
20-06-2018 5.30,307.3124084,5.111893177,363.9712838
20-06-2018 5.40,359.568512,5.215760231,390.8273285
20-06-2018 5.50,476.9848938,5.874694824,583.5265079
20-06-2018 6.00,418.5349121,5.560085773,486.4518774
20-06-2018 6.10,440.6218872,5.50328207,469.9445416
20-06-2018 6.20,400.9771118,5.647264004,512.3776593
20-06-2018 6.30,426.4298096,5.587964058,494.6638996
20-06-2018 6.40,283.4591064,4.709392071,267.6852594
20-06-2018 6.50,178.0487061,4.156350136,152.5870876
20-06-2018 7.00,311.6975098,4.851089954,300.2423717
20-06-2018 7.10,336.9247131,5.150257111,373.7888288
20-06-2018 7.20,394.729187,5.212954044,390.0901615
20-06-2018 7.30,461.0663147,5.606227875,500.0837267
20-06-2018 7.40,319.4942932,4.859795094,302.2882071
20-06-2018 7.50,380.9096069,5.185399055,382.8861763
20-06-2018 8.00,772.5189819,6.832092762,942.1603049
20-06-2018 8.10,554.1264038,5.990611076,621.8352056
20-06-2018 8.20,887.3922729,6.860673904,954.4829163
20-06-2018 8.30,712.7153931,6.389194012,763.3250383
20-06-2018 8.40,438.7497864,5.626829147,506.2354014
20-06-2018 8.50,568.6912231,5.903837204,593.0242108
20-06-2018 9.00,422.2084045,5.265564919,404.0199722
20-06-2018 9.10,513.883728,5.774084091,551.4105914
20-06-2018 9.20,563.0725708,6.051723003,641.5756203
20-06-2018 9.30,440.7872925,5.573193073,490.3037206
20-06-2018 9.40,419.4453125,5.497681141,468.3330862
20-06-2018 9.50,448.966095,5.550899982,483.7620696
20-06-2018 10.00,689.0786133,6.337162018,743.7535954
20-06-2018 10.10,886.8760986,6.884614944,964.8812247
20-06-2018 10.20,1095.21106,7.281781197,1148.055081
20-06-2018 10.30,1597.314941,8.528715134,1845.73053
20-06-2018 10.40,1167.246948,7.522274971,1269.453109
20-06-2018 10.50,1110.345947,7.324684143,1169.11722
20-06-2018 11.00,1023.013,7.109410763,1066.01155
20-06-2018 11.10,1600.077026,8.457675934,1801.959305
20-06-2018 11.20,1367.458008,7.925845146,1487.821463
20-06-2018 11.30,1289.21106,7.672608852,1348.46078
20-06-2018 11.40,1243.055054,7.566353798,1292.313214
20-06-2018 11.50,1250.583984,7.553781033,1285.766408
20-06-2018 12.00,1486.22998,8.201016426,1647.125379
20-06-2018 12.10,1378.687012,7.707462788,1367.189403
20-06-2018 12.20,1517.162964,8.20027256,1646.684833
20-06-2018 12.30,1723.490967,8.762281418,1992.016368
20-06-2018 12.40,1569.204956,8.575258255,1874.601771
20-06-2018 12.50,1990.277954,9.316468239,2349.670976
20-06-2018 13.00,1770.738037,8.904378891,2082.539828
20-06-2018 13.10,1293.270996,7.851754189,1446.279778
20-06-2018 13.20,1011.674988,7.083543777,1054.044721
20-06-2018 13.30,1263.858032,7.698273182,1362.236823
20-06-2018 13.40,2068.795898,9.232309341,2294.697549
20-06-2018 13.50,2765.037109,10.88121986,3228.872318
20-06-2018 14.00,2614.112061,10.50739956,3069.308791
20-06-2018 14.10,2391.01001,10.09321022,2848.708936
20-06-2018 14.20,2322.60498,9.689353943,2583.320751
20-06-2018 14.30,2926.531006,11.38613987,3392.39541
20-06-2018 14.40,2962.644043,11.34877968,3382.171021
20-06-2018 14.50,2975.782959,11.5455904,3432.883076
20-06-2018 15.00,2690.793945,10.78501034,3191.134411
20-06-2018 15.10,2606.562012,10.19377995,2906.821279
20-06-2018 15.20,2415.922119,10.07742023,2839.307826
20-06-2018 15.30,2326.836914,9.927934647,2746.473551
20-06-2018 15.40,2183.985107,9.64574337,2551.414019
20-06-2018 15.50,2351.154053,9.86036396,2702.178727
20-06-2018 16.00,2029.453979,9.428982735,2423.378378
20-06-2018 16.10,1609.265015,8.304224014,1708.726109
20-06-2018 16.20,2041.024048,9.217731476,2285.192163
20-06-2018 16.30,1806.347046,8.679285049,1939.647372
20-06-2018 16.40,1843.165039,8.777283669,2001.524135
20-06-2018 16.50,1630.592041,8.380125999,1754.6077
20-06-2018 17.00,1395.166016,7.887104988,1466.024327
20-06-2018 17.10,1507.775024,8.075666428,1573.620954
20-06-2018 17.20,1396.831055,7.904001236,1475.510689
20-06-2018 17.30,1388.727051,8.127934456,1604.088439
20-06-2018 17.40,1082.229004,7.264419079,1139.605765
20-06-2018 17.50,1215.812988,7.545168877,1281.294029
20-06-2018 18.00,1053.069946,7.34047699,1176.936739
20-06-2018 18.10,830.6781006,6.613204002,850.9884019
20-06-2018 18.20,1087.708008,7.335323811,1174.381286
20-06-2018 18.30,1600.383057,8.612996101,1898.11814
20-06-2018 18.40,1633.077026,8.508172989,1833.035961
20-06-2018 18.50,1420.526001,8.002589226,1531.479795
20-06-2018 19.00,1586.29895,8.441052437,1791.770229
20-06-2018 19.10,1644.963013,8.67028141,1933.990676
20-06-2018 19.20,1138.620972,7.589008808,1304.162468
20-06-2018 19.30,734.7200928,6.578880787,837.1931026
20-06-2018 19.40,578.3134155,5.931406975,602.0914044
20-06-2018 19.50,673.7871704,6.200434208,693.719354
20-06-2018 20.00,830.8696899,7.062825203,1044.522885
20-06-2018 20.10,1210.682007,7.892880917,1469.263653
20-06-2018 20.20,1449.234985,8.377493858,1753.008766
20-06-2018 20.30,1902.634033,9.226874352,2291.15307
20-06-2018 20.40,1779.699951,8.983755112,2133.523765
20-06-2018 20.50,1757.959961,8.939738274,2105.217435
20-06-2018 21.00,1757.524048,8.89007473,2073.382131
20-06-2018 21.10,2162.868896,9.866839409,2706.487892
20-06-2018 21.20,2060.707031,9.571939468,2495.894782
20-06-2018 21.30,2008.333008,9.456244469,2441.264708
20-06-2018 21.40,1963.097046,9.377718925,2389.770656
20-06-2018 21.50,1626.948975,8.596624374,1887.904555
20-06-2018 22.00,1828.410034,9.025396347,2160.37568
20-06-2018 22.10,1974.654053,9.289990425,2332.358522
20-06-2018 22.20,2089.155029,9.544952393,2475.108691
20-06-2018 22.30,2357.839111,10.14078045,2876.574295
20-06-2018 22.40,2044.07605,9.413858414,2413.459302
20-06-2018 22.50,2153.998047,9.784031868,2650.33982
20-06-2018 23.00,2131.966064,9.647768021,2552.909985
20-06-2018 23.10,2095.596924,9.729658127,2612.223953
20-06-2018 23.20,1430.862061,8.128836632,1604.616649
20-06-2018 23.30,955.6688843,7.132834911,1076.924494
20-06-2018 23.40,851.2960815,6.807624817,931.6891805
20-06-2018 23.50,1058.927979,7.514595985,1265.497232
21-06-2018 0.00,927.201416,7.396421909,1204.928913
21-06-2018 0.10,856.8629761,7.111044884,1066.770502
21-06-2018 0.20,501.4746094,5.680435181,522.4342775
21-06-2018 0.30,119.8019028,4.087964058,139.5057939
21-06-2018 0.40,0,2.598212004,0
21-06-2018 0.50,0,2.320449114,0
21-06-2018 1.00,0,3.865705967,103.6583366
21-06-2018 1.10,239.0821991,5.339907169,424.1034608
21-06-2018 1.20,376.389801,5.619957924,504.1790917
21-06-2018 1.30,243.1295013,5.158559799,375.9291264
21-06-2018 1.40,157.8695984,4.195764065,160.2298641
21-06-2018 1.50,0.987863421,2.642837048,0
21-06-2018 2.00,10.52381992,3.746427059,84.45793427
21-06-2018 2.10,29.65613937,3.267951012,30.31825194
21-06-2018 2.20,352.0584106,5.43265295,449.8333374
21-06-2018 2.30,210.9960022,4.802944183,289.0243249
21-06-2018 2.40,272.625,5.02107811,341.194725
21-06-2018 2.50,429.5032959,5.977875233,617.5563238
21-06-2018 3.00,496.3900146,6.244819164,709.7410781
21-06-2018 3.10,741.8148193,6.754826069,909.3367639
21-06-2018 3.20,906.2984009,7.251606941,1133.397848
21-06-2018 3.30,723.6157837,6.809635162,932.5468105
21-06-2018 3.40,381.642395,5.588149071,494.7186437
21-06-2018 3.50,26.57111931,2.916416883,0
21-06-2018 4.00,136.9741058,3.951724052,118.9174634
21-06-2018 4.10,164.0052032,4.633132935,250.7237665
21-06-2018 4.20,31.28245926,3.269414902,30.428028
21-06-2018 4.30,0,2.107269049,0
21-06-2018 4.40,0,3.752863884,85.43596651
21-06-2018 4.50,9.957489014,2.619632959,0
21-06-2018 5.00,0,2.110697031,0
21-06-2018 5.10,0,2.70529294,0
21-06-2018 5.20,0,3.366811037,38.50198014
21-06-2018 5.30,0,2.356134892,0
21-06-2018 5.40,0,3.234925985,27.93284902
21-06-2018 5.50,0,3.098962069,19.95026547
21-06-2018 6.00,0,3.019582033,16.65730154
21-06-2018 6.10,56.18729019,4.077665806,137.5551017
21-06-2018 6.20,97.37978363,4.081241131,138.2317783
21-06-2018 6.30,0.242665797,3.01315999,16.43497452
21-06-2018 6.40,0,3.081666946,19.1469015
21-06-2018 6.50,128.2738037,4.602249146,243.9617405
21-06-2018 7.00,676.1635132,6.390781879,763.9269364
21-06-2018 7.10,506.4237061,6.015431881,629.2093638
21-06-2018 7.20,540.734314,6.151311874,676.2336884
21-06-2018 7.30,1088.088989,7.553441048,1285.589664
21-06-2018 7.40,1137.480957,7.716585159,1372.116
21-06-2018 7.50,873.2299805,7.079717159,1052.281869
21-06-2018 8.00,562.2797852,5.487792969,465.4951752
21-06-2018 8.10,455.4049988,5.265047073,403.8817299
21-06-2018 8.20,638.2230835,6.245748997,710.0789833
21-06-2018 8.30,506.9559937,6.161655903,679.8943008
21-06-2018 8.40,321.4393005,5.429712772,449.0059353
21-06-2018 8.50,172.824707,4.496694088,221.3002778
21-06-2018 9.00,159.4803009,4.349164009,190.7370694
21-06-2018 9.10,286.3583984,5.030600071,343.5527569
21-06-2018 9.20,526.8751221,6.038712025,637.1259205
21-06-2018 9.30,1045.600952,7.418731213,1216.220196
21-06-2018 9.40,696.0311279,6.411604881,771.8455954
21-06-2018 9.50,799.0239258,6.832296848,942.2479463
21-06-2018 10.00,1137.651978,7.706117153,1366.463548
21-06-2018 10.10,1154.355957,7.690670013,1358.147095
21-06-2018 10.20,1358.43103,8.05165863,1559.71684
21-06-2018 10.30,1198.045044,7.729798794,1379.270121
21-06-2018 10.40,1058.246948,7.461678028,1238.166935
21-06-2018 10.50,663.7061157,6.33008194,741.1131974
21-06-2018 11.00,584.1541138,6.203813076,694.9315998
21-06-2018 11.10,523.5393066,5.955082893,609.9421439
21-06-2018 11.20,271.3380127,4.976283073,330.1944426
21-06-2018 11.30,83.12106323,3.703579903,78.11653124
21-06-2018 11.40,8.671929359,2.868964911,0
21-06-2018 11.50,0,2.24436307,0
21-06-2018 12.00,0,2.440453053,0
21-06-2018 12.10,0,2.733987093,0
21-06-2018 12.20,0,2.541368961,0
21-06-2018 12.30,0,3.342691898,36.36115972
21-06-2018 12.40,0,1.870659947,0
21-06-2018 12.50,0,2.612099886,0
21-06-2018 13.00,0,2.291563034,0
21-06-2018 13.10,0,3.357505083,37.66495341
21-06-2018 13.20,41.08729172,3.487869978,50.65320853
21-06-2018 13.30,65.89388275,3.828265905,97.38646177
